Priorität;Firma;Kategorie;Ansprechpartner;Telefon;Email;PLZ;Ort;Gesprächsaufhänger;Notiz
A;Werner Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;069 / 97766633;werner.garten.u.landschaftsbau@gmail.com;65929;Frankfurt am Main;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"GaLaBau, Pflasterarbeiten, Terrassen, Einfahrten, Mauerbau; 18+ Jahre Erfahrung"
A;Galabau Baksi;Privat (GaLaBau);;069 / 24797162;info@galabau-baksi.de;60433;Frankfurt am Main;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Zaunbau, Terrassengestaltung, Erdarbeiten
A;BVG GmbH;Privat (GaLaBau);;069 / 97760574;info@bvg-frankfurt.de;60437;Frankfurt am Main;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Baumarbeiten, Zaunarbeiten, Pflasterarbeiten
A;MT Gala-Bau UG;Privat (GaLaBau);;0172 / 6851582;info@mtgalabau.de;65929;Frankfurt am Main;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Terrassenbau, Pflasterarbeiten, Gartengestaltung
A;flor-design GmbH (GarLa);Privat (GaLaBau);Tobias Buchen, Oliver Senn, Raphael Wegenast (GF);0761 70315;info@flor-design.de;79111;Freiburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Dachbegrünung, Pflasterarbeiten, Außenanlagen (130+ MA)
A;Garten- und Tiefbauamt, Abt. Grünflächen;Kommune;;0761 201-0;amtsleitung.gta@stadt.freiburg.de;79098;Freiburg im Breisgau;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Abt. Stadtgrün und Friedhöfe;Kommune;;07541 203-54300;stadtbauamt@friedrichshafen.de;88045;Friedrichshafen;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Amt für Grünflächen und Stadtservice;Kommune;;0661 / 102-1772;gruenflaechen@fulda.de;36037;Fulda;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Grünflächenamt (GrfA);Kommune;;0911 974-2872;grfa@fuerth.de;90762;Fürth;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Vaughn GaLa-Bau GmbH;Privat (GaLaBau);;0911 721240;kontakt@vaughn-galabau.de;90768;Fürth;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Baumpflege, Pflasterarbeiten
A;Referat Umwelt (60) / Grünflächen und Bäume;Kommune;;0209 169-4256;stadt@gelsenkirchen.de;45879;Gelsenkirchen;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Amt für Stadtgrün;Kommune;;0365 8384701;tiefbau.umweltamt@gera.de;07545;Gera;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Gartenamt der Universitätsstadt Gießen;Kommune;;0641 / 306-1779;gartenamt@giessen.de;35398;Gießen;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Fachbereich Tiefbau und Grünflächen;Kommune;;02043 99-0;info@stadt-gladbeck.de;45964;Gladbeck;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Tiefbau- und Grünflächenamt;Kommune;Dieter Schick;03834 8536-4281;tiefbau@greifswald.de;17489;Greifswald;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Landree Garten- und Landschaftsbau & Holzhof;Privat (GaLaBau);;04533 787-9898;info@garten-landree.de;23858;Gross Barnitz;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Brennholz, Gartengestaltung
A;Winkler Garten- und Landschaftsbau GmbH & Co. KG;Privat (GaLaBau);Lucas Winkler (GF);06071 / 951070;info@winkler-galabau.de;64846;Groß-Zimmern / 60486 Frankfurt;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Außenanlagen für Gewerbe und Wohnanlagen, Großprojekte
A;Görbing Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;036204 738730;info@goerbing-galabau.de;99195;Großrudestedt (Thüringen);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Außenanlagen
A;Gebrüder Pfeil Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;03362 58300;info@galabau-pfeil.de;15537;Grünheide;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Außenanlagen, 24 Mitarbeiter, seit 1991
A;Kronauer Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;06244 / 6947250;info@kronauer-galabau.de;67598;Gundersheim;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"Pflasterarbeiten, Wegebau, Gartengestaltung; Raum Worms/Alzey/Mainz/Mannheim"
A;Grünflächenamt;Kommune;;07161 650-0;info@goeppingen.de;73033;Göppingen;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Grünflächenamt;Kommune;;–;stadtgruen@goerlitz.de;02826;Görlitz;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Fachbereich Grünflächen;Kommune;;05241 82-0;gruenflaechen@guetersloh.de;33330;Gütersloh;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Wirtschaftsbetrieb Hagen AöR (WBH) – Grün;Kommune;;02331 3677-0;info@wbh-hagen.de;58089;Hagen;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Hauth Garten- und Landschaftsbau e.K.;Privat (GaLaBau);;09101 906 26-96;info@hauth-galabau.de;91469;Hagenbüchach (Raum Nürnberg/Fürth/Erlangen);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Wegebau, Terrassen, Mauerbau, Bepflanzung
A;Stadt- und Landschaftspflegebetrieb (STALA);Kommune;Frau Lemme (BL);03941 / 551810;stala@stala.de;38820;Halberstadt;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Grimsehl & Schenkel GaLaBau GbR;Privat (GaLaBau);;0174 8075926;info@grimsehlschenkel-galabau.de;22527;Hamburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Terrassen, Gartengestaltung
A;MZ Infra & GaLaBau GmbH;Privat (GaLaBau);;040 702-96686;info@galahamburg.de;22299;Hamburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Tiefbau, Pflasterarbeiten, Wegebau, GaLaBau, Parkplatzinstandsetzung
A;Bezirksamt Altona, Fachamt MR, Abt. Stadtgruen;Kommune;;040 42811-1802;stadtgruen@altona.hamburg.de;22765;Hamburg-Altona;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Bezirksamt Bergedorf, Fachamt MR, Abt. Stadtgruen;Kommune;Herr Fritzsche;040 42891-2843;bezirksamt@bergedorf.hamburg.de;21029;Hamburg-Bergedorf;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Bezirksamt Eimsbuettel, Fachamt MR, Abt. Stadtgruen;Kommune;;040 42801-2350;stadtgruen@eimsbuettel.hamburg.de;20144;Hamburg-Eimsbuettel;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Bezirksamt Harburg, Fachamt MR, Abt. Stadtgruen;Kommune;;040 42871-2132;stadtgruen@harburg.hamburg.de;21073;Hamburg-Harburg;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Bezirksamt Mitte, Fachamt MR, Abt. Stadtgruen;Kommune;Juergen Wohlers;040 42854-4149;plantenunblomen@hamburg-mitte.hamburg.de;20095;Hamburg-Mitte;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Bezirksamt Hamburg-Nord, Fachamt MR, Abt. Stadtgruen;Kommune;Herr Schoof;040 42804-6170;MR@hamburg-nord.hamburg.de;20249;Hamburg-Nord;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Bezirksamt Wandsbek, Fachamt MR, Abt. Stadtgruen;Kommune;;040 42881-3254;stadtgruen@wandsbek.hamburg.de;22041;Hamburg-Wandsbek;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Tiefbau- und Grünflächenamt (Stadtgrün);Kommune;;02381 17-8282;stadtgruen@hamm.de;59065;Hamm;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Eigenbetrieb Hanau Infrastruktur Service (HIS) -- Grünflächen;Kommune;;06181 / 295-577;his@hanau.de;63452;Hanau;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Fachbereich Umwelt und Stadtgruen (FB 67);Kommune;;0511 / 168-43801;67.3Buergeranfragen@hannover-stadt.de;30167;Hannover;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Landschafts- und Forstamt;Kommune;;06221 58-28000;landschaftsamt@heidelberg.de;69120;Heidelberg;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Grünflächenamt;Kommune;;07131 56-2230;gruenflaechenamt@heilbronn.de;74072;Heilbronn;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Martin Drautz Garten- und Landschaftsbau;Privat (GaLaBau);;07131 176133;galabau.drautz@t-online.de;74074;Heilbronn;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Landschaftspflege
A;Rrafshi Garten & Landschaftsbau;Privat (GaLaBau);;07066 9192851;info@rrafshi.de;74078;Heilbronn;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Terrassenbau, Zaunbau, Pflasterarbeiten, Baumpflege, GaLaBau
A;Fachdienst Gruenflaechen und Umwelt;Kommune;;02242 888-0;info@hennef.de;53773;Hennef (Sieg);Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Abteilung Grünflächen und Friedhöfe;Kommune;;05221 189-0;info@herford.de;32049;Herford;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Fachbereich Stadtgrün (55);Kommune;;02323 16-0;fb-stadtgruen@herne.de;44625;Herne;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;FB Tiefbau, Verkehr und Gruen (FB 66);Kommune;Nils Ruehmann (Leitung);05121 / 301-3501;;31137;Hildesheim;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;gruengrund GmbH;Privat (GaLaBau);;02233 471-9977;galabau@gruengrund-gmbh.de;50354;Huerth;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Terrassen, Einfahrten, Gruenpflege
A;in-horto GmbH;Privat (GaLaBau);;02233 5459777;info@in-horto.de;50354;Huerth;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Terrassen, Wegebau, Rasenbau, Zaunbau
A;GaLaBau Kromsdorf GmbH;Privat (GaLaBau);;03643 426303;info@galabau-kromsdorf.de;99510;Ilmtal-Weinstraße (Thüringen);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Außenanlagen, Pflasterflächen, Grünflächen, Teiche, seit 1993
A;Garcke GmbH;Privat (GaLaBau);;07142 97070;info@garcke.net;74379;Ingersheim;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartenplanung, Gartengestaltung, Pflasterarbeiten, Gartenpflege
A;Gartenamt;Kommune;;0841 305-1931;gartenamt@ingolstadt.de;85051;Ingolstadt;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Klemm Ausbauprofis – GaLaBau;Privat (GaLaBau);;03641 474828;info@klemm-ausbauprofis.de;07749;Jena;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"GaLaBau, Pflasterbau, Außenanlagen; Meisterbetrieb für Jena, Weimar, Gera"
A;Referat Grünflächen (67);Kommune;;0631 / 365-1670;gruenflaechen@kaiserslautern.de;67657;Kaiserslautern;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;W. Ledig GmbH;Privat (GaLaBau);;0631 / 99936;kontakt@ledig-galabau.de;67661;Kaiserslautern;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"Pflasterarbeiten, Außenanlagen, Bewässerung, Zaunbau, Pflege; 45+ Jahre Erfahrung"
A;Erhardt Garten- und Landschaftsbau GmbH;Privat (GaLaBau);Philipp Erhardt (GF);0721 8648897;info@erhardt-galabau.de;76189;Karlsruhe;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Außenanlagen, öffentliche Projekte
A;Umwelt- und Gartenamt (Amt 67);Kommune;;0561 / 787-7005;servicecenter@kassel.de;34117;Kassel;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Weibel Bauunternehmung GmbH;Privat (GaLaBau);;02275 2039231;info@weibel-bau.de;50170;Kerpen;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Einfahrten, Terrassen, Tiefbau, Hochbau
A;Gruenflaechenamt der Landeshauptstadt Kiel;Kommune;;0431 901-1067;Gruenflaechenamt@kiel.de;24103;Kiel;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Oswald Gaerten;Privat (GaLaBau);;0431 318-5320;info@oswald-gaerten.de;24146;Kiel;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Gartenpflege, Pflasterarbeiten (20 J. Erfahrung)
A;DS Garten- und Landschaftsbau e.K.;Privat (GaLaBau);;0431 221-39250;info@ds-gartenbau.de;24148;Kiel;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Terrassen (10+ Jahre)
A;Eigenbetrieb Gruenflaechen- und Bestattungswesen;Kommune;;0261 129-4204;gruenundfriedhof@stadt.koblenz.de;56073;Koblenz;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Amt fuer Landschaftspflege und Gruenflaechen;Kommune;;0221 221-23452;gruenflaechenamt@stadt-koeln.de;50679;Koeln;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Ringbeck GmbH, NL Koeln;Privat (GaLaBau);Karsten Suckau;0221 5992352;koeln@ringbeck-galabau.de;50739;Koeln;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Sportplatzbau, Dachbegruenung
A;M. Liesenberg Gartengestaltung GmbH;Privat (GaLaBau);;0221 2577355;info@garten-liesenberg-koeln.de;50676;Koeln;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Pflasterarbeiten, Wegebau, Baumpflege
A;NRW GaLaBau GmbH;Privat (GaLaBau);;0221 16818155;64ugur@web.de;51149;Koeln;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Gartengestaltung
A;Bauer Courth GmbH;Privat (GaLaBau);;0221 5901304;info@bauer-courth.de;50765;Koeln;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Neuanlage, Wildsaatgut
A;MT Gartenbau und Landschaftsbau;Privat (GaLaBau);;02236 3312614;info@gartenbau-koelnbonn.de;50997;Koeln;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Terrassen, Wegebau, Einfahrten, Gartengestaltung
A;Ga-La Bau GmbH;Privat (GaLaBau);;0151 47233525;ga-labaugmbh@mail.de;50997;Koeln;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Gartengestaltung, Gruenpflege
A;GaLaBau Sieger;Privat (GaLaBau);;0221 8466328;info@galabau-sieger.de;50679;Koeln-Deutz;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Terrassen, Gartengestaltung
A;Klara GmbH Garten- und Landschaftsbau;Privat (GaLaBau);;0221 438229;klaragmbh@outlook.com;50997;Koeln-Godorf;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Terrassen, Wegebau, Zaunbau, Gartengestaltung
A;Galabau Ertuerk;Privat (GaLaBau);;02203 180459;info@galabau-erturk.de;51145;Koeln-Porz;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Terrassen, Wegebau, Zaunbau, Gartengestaltung
A;Technische Betriebe Konstanz (TBK), Grünpflege;Kommune;Herbert Munjak;07531 997-270;tbk@konstanz.de;78467;Konstanz;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
A;Kommunalbetrieb Krefeld AöR (KBK) – Natur und Grün;Kommune;;02151 86-0;fb67@krefeld.de;47803;Krefeld;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
