Priorität;Firma;Kategorie;Ansprechpartner;Telefon;Email;PLZ;Ort;Gesprächsaufhänger;Notiz
A;Greifswald;Kommune;-;03834 / 8536-4100;tiefbau@greifswald.de;17489;Fachbereich Tiefbau Greifswald;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Güstrow;Kommune;-;03843 / 769-400;tiefbau@guestrow.de;18273;Fachbereich Tiefbau Güstrow;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Iserlohn;Kommune;-;02371 / 217-0;info@iserlohn.de;58636;Fachbereich Tiefbau Iserlohn;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Itzehoe;Kommune;-;04821 / 603-0;info@itzehoe.de;25524;Fachbereich Tiefbau Itzehoe;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Kaltenkirchen;Kommune;-;04191 / 939-0;info@kaltenkirchen.de;24568;Fachbereich Tiefbau Kaltenkirchen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Königs Wusterhausen;Kommune;-;03375 / 273-300;tiefbau@koenigs-wusterhausen.de;15711;Fachbereich Tiefbau Königs Wusterhausen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Luckenwalde;Kommune;-;03371 / 672-400;tiefbau@luckenwalde.de;14943;Fachbereich Tiefbau Luckenwalde;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Ludwigslust;Kommune;-;03874 / 526-400;tiefbau@stadtludwigslust.de;19288;Fachbereich Tiefbau Ludwigslust;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Neuwied;Kommune;-;02631 / 802-0;info@neuwied.de;56564;Fachbereich Tiefbau Neuwied;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Osterholz-Scharmbeck;Kommune;-;04791 / 17-0;info@osterholz-scharmbeck.de;27711;Fachbereich Tiefbau Osterholz-Scharmbeck;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Parchim;Kommune;-;03871 / 712-400;tiefbau@parchim.de;19370;Fachbereich Tiefbau Parchim;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Alfeld (Leine);Kommune;-;05181 / 703-0;info@alfeld.de;31061;Fachbereich Tiefbau Stadt Alfeld (Leine);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Aschersleben;Kommune;-;03473 / 958-0;info@aschersleben.de;39418;Fachbereich Tiefbau Stadt Aschersleben;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bad Hersfeld;Kommune;-;06621 / 201-0;info@bad-hersfeld.de;36251;Fachbereich Tiefbau Stadt Bad Hersfeld;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bad Pyrmont;Kommune;-;05281 / 151-0;info@bad-pyrmont.de;31812;Fachbereich Tiefbau Stadt Bad Pyrmont;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bad Wildungen;Kommune;-;05621 / 786-0;info@bad-wildungen.de;34537;Fachbereich Tiefbau Stadt Bad Wildungen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Barsinghausen;Kommune;-;05105 / 774-0;info@barsinghausen.de;30890;Fachbereich Tiefbau Stadt Barsinghausen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Baunatal;Kommune;-;0561 / 4992-0;info@baunatal.de;34225;Fachbereich Tiefbau Stadt Baunatal;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bernburg (Saale);Kommune;-;03471 / 659-0;info@bernburg.de;39240;Fachbereich Tiefbau Stadt Bernburg (Saale);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Blankenburg (Harz);Kommune;-;03944 / 361-0;info@blankenburg.de;38889;Fachbereich Tiefbau Stadt Blankenburg (Harz);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Burg;Kommune;-;03921 / 921-0;info@stadt-burg.de;39288;Fachbereich Tiefbau Stadt Burg (bei Magdeburg);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Burgdorf;Kommune;-;05136 / 898-0;info@burgdorf.de;31303;Fachbereich Tiefbau Stadt Burgdorf;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bückeburg;Kommune;-;05722 / 206-0;info@bueckeburg.de;31675;Fachbereich Tiefbau Stadt Bückeburg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Celle;Kommune;-;05141 / 12-0;info@celle.de;29221;Fachbereich Tiefbau Stadt Celle;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Clausthal-Zellerfeld;Kommune;-;05323 / 83-0;info@clausthal-zellerfeld.de;38678;Fachbereich Tiefbau Stadt Clausthal-Zellerfeld;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Duderstadt;Kommune;-;05527 / 849-0;info@duderstadt.de;37115;Fachbereich Tiefbau Stadt Duderstadt;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Einbeck;Kommune;-;05561 / 916-0;info@einbeck.de;37574;Fachbereich Tiefbau Stadt Einbeck;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Eschwege;Kommune;-;05651 / 304-0;info@eschwege.de;37269;Fachbereich Tiefbau Stadt Eschwege;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Frankenberg (Eder);Kommune;-;06451 / 505-0;info@frankenberg.de;35066;Fachbereich Tiefbau Stadt Frankenberg (Eder);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Fritzlar;Kommune;-;05622 / 988-0;info@fritzlar.de;34560;Fachbereich Tiefbau Stadt Fritzlar;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Garbsen;Kommune;-;05131 / 707-0;info@garbsen.de;30823;Fachbereich Tiefbau Stadt Garbsen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Gifhorn;Kommune;-;05371 / 88-0;info@gifhorn.de;38518;Fachbereich Tiefbau Stadt Gifhorn;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Goslar;Kommune;-;05321 / 704-0;info@goslar.de;38640;Fachbereich Tiefbau Stadt Goslar;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Halberstadt;Kommune;-;03941 / 551-0;info@halberstadt.de;38820;Fachbereich Tiefbau Stadt Halberstadt;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Hann. Münden;Kommune;-;05541 / 75-0;info@hann.muenden.de;34346;Fachbereich Tiefbau Stadt Hann. Münden;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Helmstedt;Kommune;-;05351 / 17-0;info@stadt-helmstedt.de;38350;Fachbereich Tiefbau Stadt Helmstedt;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Holzminden;Kommune;-;05531 / 959-0;info@holzminden.de;37603;Fachbereich Tiefbau Stadt Holzminden;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Homberg (Efze);Kommune;-;05681 / 775-0;info@homberg-efze.de;34576;Fachbereich Tiefbau Stadt Homberg (Efze);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Korbach;Kommune;-;05631 / 53-0;info@korbach.de;34497;Fachbereich Tiefbau Stadt Korbach;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Laatzen;Kommune;-;0511 / 8205-0;info@laatzen.de;30880;Fachbereich Tiefbau Stadt Laatzen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Langenhagen;Kommune;-;0511 / 7307-0;info@langenhagen.de;30853;Fachbereich Tiefbau Stadt Langenhagen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Lehrte;Kommune;-;05132 / 505-0;info@lehrte.de;31275;Fachbereich Tiefbau Stadt Lehrte;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Melsungen;Kommune;-;05661 / 708-0;info@melsungen.de;34212;Fachbereich Tiefbau Stadt Melsungen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Neustadt a. Rbge.;Kommune;-;05032 / 84-0;info@neustadt-a-rbge.de;31535;Fachbereich Tiefbau Stadt Neustadt am Rübenberge;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Nienburg/Weser;Kommune;-;05021 / 87-0;info@nienburg.de;31582;Fachbereich Tiefbau Stadt Nienburg/Weser;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Northeim;Kommune;-;05551 / 966-0;info@northeim.de;37154;Fachbereich Tiefbau Stadt Northeim;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Oschersleben;Kommune;-;03949 / 920-0;info@oschersleben.de;39387;Fachbereich Tiefbau Stadt Oschersleben (Bode);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Osterode am Harz;Kommune;-;05522 / 318-0;info@osterode.de;37520;Fachbereich Tiefbau Stadt Osterode am Harz;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Peine;Kommune;-;05171 / 49-0;info@peine.de;31224;Fachbereich Tiefbau Stadt Peine;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Quedlinburg;Kommune;-;03946 / 905-0;info@quedlinburg.de;38820;Fachbereich Tiefbau Stadt Quedlinburg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Rinteln;Kommune;-;05751 / 403-0;info@rinteln.de;31737;Fachbereich Tiefbau Stadt Rinteln;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Sangerhausen;Kommune;-;03464 / 535-0;bauamt@sangerhausen.de;38820;Fachbereich Tiefbau Stadt Sangerhausen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Schönebeck (Elbe);Kommune;-;03928 / 710-0;info@schoenebeck.de;39218;Fachbereich Tiefbau Stadt Schönebeck (Elbe);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Springe;Kommune;-;05041 / 73-0;info@springe.de;31832;Fachbereich Tiefbau Stadt Springe;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Stade;Kommune;-;04141 / 401-0;info@stadt-stade.de;21682;Fachbereich Tiefbau Stadt Stade;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Stadthagen;Kommune;-;05721 / 926-0;info@stadthagen.de;31655;Fachbereich Tiefbau Stadt Stadthagen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Staßfurt;Kommune;-;03925 / 981-0;info@stassfurt.de;39418;Fachbereich Tiefbau Stadt Staßfurt;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Stendal;Kommune;-;03931 / 651-0;info@stendal.de;39576;Fachbereich Tiefbau Stadt Stendal;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Verden (Aller);Kommune;-;04231 / 12-0;info@verden.de;27283;Fachbereich Tiefbau Stadt Verden (Aller);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Wedel;Kommune;-;04103 / 707-0;info@stadt.wedel.de;22880;Fachbereich Tiefbau Stadt Wedel;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Wernigerode;Kommune;-;03943 / 654-0;info@wernigerode.de;38855;Fachbereich Tiefbau Stadt Wernigerode;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Witzenhausen;Kommune;-;05542 / 509-0;info@witzenhausen.de;37213;Fachbereich Tiefbau Stadt Witzenhausen;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Wolfenbüttel;Kommune;-;05331 / 86-0;info@wolfenbuettel.de;38300;Fachbereich Tiefbau Stadt Wolfenbüttel;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Wunstorf;Kommune;-;05031 / 101-0;info@wunstorf.de;31515;Fachbereich Tiefbau Stadt Wunstorf;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Strausberg;Kommune;-;03341 / 381-400;tiefbau@stadt-strausberg.de;15344;Fachbereich Tiefbau Strausberg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Teltow;Kommune;-;03328 / 4781-400;tiefbau@teltow.de;14513;Fachbereich Tiefbau Teltow;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Troisdorf;Kommune;-;02241 / 900-0;info@troisdorf.de;53840;Fachbereich Tiefbau Troisdorf;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Werder (Havel);Kommune;-;03327 / 783-300;tiefbau@werder-havel.de;14542;Fachbereich Tiefbau Werder (Havel);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Winsen (Luhe);Kommune;-;04171 / 781-0;info@stadt-winsen.de;21423;Fachbereich Tiefbau Winsen (Luhe);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Ludwigsfelde;Kommune;-;03378 / 827-200;tiefbau@ludwigsfelde.de;14974;Fachbereich Tiefbau und Grünflächen Ludwigsfelde;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Potsdam;Kommune;-;0331 / 289-3100;tiefbau@rathaus.potsdam.de;14467;Fachbereich Tiefbau und Grünflächen Potsdam;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Wismar;Kommune;-;03841 / 251-4100;tiefbau@wismar.de;23966;Fachbereich Tiefbau und Grünflächen Wismar;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Salzgitter;Kommune;-;05341 / 839-0;tiefbau@stadt.salzgitter.de;38226;Fachbereich Tiefbau und Stadtgrün – Stadt Salzgitter;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bernau bei Berlin;Kommune;-;03338 / 365-500;tiefbau@bernau-bei-berlin.de;16321;Fachbereich Tiefbau und Straßen Bernau bei Berlin;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bremervörde;Kommune;-;04761 / 987-0;info@bremervoerde.de;27432;Fachbereich Tiefbau und Straßen Bremervörde;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Fürstenwalde/Spree;Kommune;-;03361 / 557-300;tiefbau@fuerstenwalde-spree.de;15517;Fachbereich Tiefbau und Straßen Fürstenwalde/Spree;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Soltau;Kommune;-;05191 / 82-0;info@stadt-soltau.de;29614;Fachbereich Tiefbau und Straßen Soltau;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Waren (Müritz);Kommune;-;03991 / 177-400;tiefbau@waren-mueritz.de;17192;Fachbereich Tiefbau und Straßen Waren (Müritz);Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Hameln;Kommune;-;05151 / 202-0;tiefbau@hameln.de;31785;Fachbereich Tiefbau und Umwelt – Stadt Hameln;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Bad Segeberg;Kommune;-;04551 / 964-0;info@bad-segeberg.de;23795;Fachbereich Tiefbau und Verkehr Bad Segeberg;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
A;Buxtehude;Kommune;-;04161 / 501-0;info@stadt.buxtehude.de;21614;Fachbereich Tiefbau und Verkehr Buxtehude;Frostschäden auf Gemeindestraßen schnell beheben - Kaltasphalt ARM als Sofortlösung für Ihren Bauhof;Kommunaler Straßenunterhalt, Schlaglochbeseitigung
